2/10/2018 9:50,19
2/10/2018 9:55,19
2/10/2018 10:00,89
2/10/2018 10:05,89
2/10/2018 10:10,89
2/10/2018 10:15,89
2/10/2018 10:20,89
2/10/2018 10:25,89
2/10/2018 10:30,89
2/10/2018 10:35,89
2/10/2018 10:40,89
2/10/2018 10:45,89
2/10/2018 10:50,89
2/10/2018 10:55,89
2/10/2018 11:00,2
2/10/2018 11:10,9
2/10/2018 11:15,9
2/10/2018 11:20,9
2/10/2018 11:25,9
2/10/2018 11:30,9
2/10/2018 11:35,9
2/10/2018 11:40,9
2/10/2018 11:45,9
2/10/2018 11:50,9
2/10/2018 11:55,9
2/10/2018 12:00,26
2/10/2018 12:05,26
2/10/2018 12:10,26
2/10/2018 12:15,26
2/10/2018 12:20,26
2/10/2018 12:25,26
2/10/2018 12:30,26
2/10/2018 12:35,26
2/10/2018 12:45,31
2/10/2018 12:50,31
2/10/2018 12:55,31
2/10/2018 13:00,0
2/10/2018 13:05,0
2/10/2018 13:10,0
2/10/2018 13:15,0
2/10/2018 13:20,0
2/10/2018 13:25,0
2/10/2018 13:30,0
2/10/2018 13:35,0
2/10/2018 13:40,0
2/10/2018 13:45,0
2/10/2018 13:50,0
2/10/2018 13:55,0
2/10/2018 14:00,0
2/10/2018 14:05,0
2/10/2018 14:10,0
2/10/2018 14:15,0
2/10/2018 14:20,0
2/10/2018 14:25,0
2/10/2018 14:30,0
2/10/2018 14:35,0
2/10/2018 14:40,0
2/10/2018 14:45,0
2/10/2018 14:50,0
2/10/2018 14:55,0
2/10/2018 15:00,0
2/10/2018 15:05,0
2/10/2018 15:10,0
2/10/2018 15:15,0
2/10/2018 15:20,0
2/10/2018 15:25,0
2/10/2018 15:30,0
2/10/2018 15:35,0
2/10/2018 15:40,0
2/10/2018 15:45,0
2/10/2018 15:50,0
2/10/2018 15:55,0
2/10/2018 16:00,0
2/10/2018 16:05,0
2/10/2018 16:10,0
2/10/2018 16:15,0
2/10/2018 16:20,0
2/10/2018 16:25,0
2/10/2018 16:30,0
2/10/2018 16:35,0
2/10/2018 16:40,0
2/10/2018 16:45,0
2/10/2018 16:50,0
2/10/2018 16:55,0
2/10/2018 17:00,0
2/10/2018 17:05,0
2/10/2018 17:10,0
2/10/2018 17:15,0
2/10/2018 17:20,0
2/10/2018 17:25,0
2/10/2018 17:30,0
2/10/2018 17:35,0
2/10/2018 17:40,0
2/10/2018 17:45,0
2/10/2018 17:50,0
2/10/2018 17:55,24
2/10/2018 18:00,24
2/10/2018 18:05,24
2/10/2018 18:10,24
2/10/2018 18:15,24
2/10/2018 18:20,24
2/10/2018 18:25,24
2/10/2018 18:30,24
2/10/2018 18:35,24
2/10/2018 18:40,24
2/10/2018 18:45,24
2/10/2018 18:50,24
2/10/2018 18:55,23
2/10/2018 19:00,23
2/10/2018 19:05,23
2/10/2018 19:10,23
2/10/2018 19:15,23
2/10/2018 19:20,23
2/10/2018 19:25,23
2/10/2018 19:30,23
2/10/2018 19:35,23
2/10/2018 19:40,23
2/10/2018 19:45,23
2/10/2018 19:50,23
2/10/2018 19:55,23
2/10/2018 20:00,23
2/10/2018 20:05,23
2/10/2018 20:10,23
2/10/2018 20:15,23
2/10/2018 20:20,23
2/10/2018 20:25,23
2/10/2018 20:30,23
2/10/2018 20:35,23
2/10/2018 20:40,23
2/10/2018 20:45,23
2/10/2018 20:50,87
2/10/2018 20:55,87
2/10/2018 21:00,87
2/10/2018 21:05,87
2/10/2018 21:10,87
2/10/2018 21:15,87
2/10/2018 21:20,87
2/10/2018 21:25,87
2/10/2018 21:30,87
2/10/2018 21:35,87
2/10/2018 21:40,87
2/10/2018 21:45,87
2/10/2018 21:50,86
2/10/2018 21:55,86
2/10/2018 22:00,86
2/10/2018 22:05,86
2/10/2018 22:10,86
2/10/2018 22:15,86
2/10/2018 22:20,86
2/10/2018 22:25,86
2/10/2018 22:30,86
2/10/2018 22:35,86
2/10/2018 22:40,86
2/10/2018 22:45,86
2/10/2018 22:50,85
2/10/2018 22:55,85
2/10/2018 23:00,85
2/10/2018 23:05,85
2/10/2018 23:10,85
2/10/2018 23:15,85
2/10/2018 23:20,85
2/10/2018 23:25,85
2/10/2018 23:30,85
2/10/2018 23:35,85
2/10/2018 23:40,85
2/10/2018 23:45,85
2/10/2018 23:50,0
2/10/2018 23:55,0
2/11/2018 0:00,0
2/11/2018 0:05,0
2/11/2018 0:10,0
2/11/2018 0:15,0
2/11/2018 0:20,0
2/11/2018 0:25,0
2/11/2018 0:30,0
2/11/2018 0:35,0
2/11/2018 0:40,0
2/11/2018 0:45,0
2/11/2018 0:50,0
2/11/2018 0:55,0
2/11/2018 1:00,0
2/11/2018 1:05,0
